ID	URI	Index Page	Entry	Name (auto)	Name (curated)	Identity (auto)	Identity (curated)	Refs	Alternate Names	Alternate Names (auto)	Alternate Names (curated)	Cross-Ref 1	Cross-Ref 2	Cross-Ref 3	Match 1	Match 2	Match 3	Related Place	Related Place URI	Sort	Place Type (auto)	Place Type (curated)	Multiple?
531	https://usaybia.net/place/531	476	Syria (al-Shām, i.e. Greater Syria, normally also including modern Syria, Jordan, Palestine/Israel, and Lebanon)	Syria	Syria			1.5; 2.1.4; 4.1.1n; 4.2; 4.3; 5.1.37 no. 115; 7.2.3n; 7.5.2; 8.3.14n; 8.3.18n; 8.18.2; 8.20.6n; 10.38.4; 10.64.13; 10.83.4; 13.4n; 13.58.4.4; 13.86.1; 14.3n; 14.4.1; 14.4.4; 14.25.9 no. 39; 14.31.5, 6; 14.32.3n; 14.43.3 no. 1; 14.46; 14.49.2n; 14.50n; 14.51.1n; 14.54.3n; 14.54.4n; 15.1.5 no. 32; 15.4; 15.11.1; 15.17(p); 15.18.1; 15.19; 15.21; 15.23.2.1; 15.25; 15.29; 15.30; 15.31.1; 15.32; 15.36.1; 15.38; 15.40.2; 15.40.5; 15.41; 15.49.4; 15.50.3; 15.51.2; 15.34.13; 15.57.1; 15.58	Bilād al-Shām, al-Shām	al-Shām, i.e. Greater Syria, normally also including, Syria, Jordan, Palestine, Israel, and Lebanon	al-Shām, Greater Syria (normally also including, Syria, Jordan, Palestine, Israel, and Lebanon)									697	#N/A	composite	
532	https://usaybia.net/place/532	476	Syracuse, Greek city in Sicily	Syracuse	Syracuse	Greek city in Sicily	Greek city in Sicily	4.3.4.2n												698	settlement	settlement	
533	https://usaybia.net/place/533	476	Syrus, Greek island of the Cyclades	Syrus	Syrus	Greek island of the Cyclades	Greek island of the Cyclades	4.3.4.1												699	island	island	
534	https://usaybia.net/place/534	476	Ṭabarān (gates of Isfahan)	Ṭabarān	Ṭabarān			11.13.3.9		gates of Isfahan	gates of Isfahan									700	building	building	
535	https://usaybia.net/place/535	476	Tabaristan (Ṭabaristān), region of northern Persia on the southern shore of the Caspian Sea	Tabaristan	Tabaristan	region of northern Persia on the southern shore of the Caspian Sea	region of northern Persia on the southern shore of the Caspian Sea	10.5.4; 10.67.3; 11.3; 11.4; 11.5.14; 11.6		Ṭabaristān	Ṭabaristān									701	region	region	
536	https://usaybia.net/place/536	476	Tabrīz, a city in the northern region of Persia, in the Quru River valley	Tabrīz	Tabrīz	a city in the northern region of Persia, in the Quru River valley	a city in the northern region of Persia, in the Quru River valley	15.21												702	settlement	settlement	
537	https://usaybia.net/place/537	476	Tādlā, in Morocco	Tādlā	Tādlā	in Morocco	in Morocco	13.66.3n												703	#N/A	region	
		476	Tadmur `see` Palmyra	Tadmur	Tadmur							Palmyra			Palmyra					704	#N/A	#N/A	
538	https://usaybia.net/place/538	476	al-Ṭāʾif, town in Arabia, approx. 65 km east of Mecca	al-Ṭāʾif	al-Ṭāʾif	town in Arabia, approx. 65 km east of Mecca	town in Arabia, approx. 65 km east of Mecca	7.1.1												705	settlement	settlement	
539	https://usaybia.net/place/539	476	Takrīt (or Tikrīt), town between Baghdad and Mosul	Takrīt	Takrīt	town between Baghdad and Mosul	town between Baghdad and Mosul	10.39n; 10.68.2.1n	Tikrīt	Tikrīt	Tikrīt									706	settlement	settlement	
540	https://usaybia.net/place/540	476	Talavera, city in today’s province of Toledo (Spain)	Talavera	Talavera	city in today’s province of Toledo (Spain)	city in today’s province of Toledo (Spain)	13.11n												707	settlement	settlement	
541	https://usaybia.net/place/541	476	al-Ṭalīl, an unidentified locality on the way to Karak	al-Ṭalīl	al-Ṭalīl	an unidentified locality on the way to Karak	an unidentified locality on the way to Karak	1.11												708	#N/A	unknown	
		476	Tall Bāshir `see` Turbessel	Tall Bāshir	Tall Bāshir							Turbessel			Turbessel					709	#N/A	#N/A	
542	https://usaybia.net/place/542	476	Tangier (Ṭanjah), city in Morocco	Tangier	Tangier	city in Morocco	city in Morocco	13.4n		Ṭanjah	Ṭanjah									710	settlement	settlement	
543	https://usaybia.net/place/543	476	Taormina (Tauromenium), ancient Greek city in Sicily	Taormina	Taormina	ancient Greek city in Sicily	ancient Greek city in Sicily	4.3.4.2n		Tauromenium	Tauromenium									711	settlement	settlement	
		476	Ṭarābulus `see` Tripoli	Ṭarābulus	Ṭarābulus							Tripoli			Tripoli					712	#N/A	#N/A	
544	https://usaybia.net/place/544	476	Tarentum (Taras), ancient Greek city of southern Italy	Tarentum	Tarentum	ancient Greek city of southern Italy	ancient Greek city of southern Italy	3.6n; 4.1.10.2n; 4.1.11.2; 4.3.4.3; 4.3.6.1		Taras	Taras									713	settlement	settlement	
545	https://usaybia.net/place/545	476	Tarsus, ancient city in south-central Anatolia	Tarsus	Tarsus	ancient city in south-central Anatolia	ancient city in south-central Anatolia	1.9n; 4.1.11.2; 4.1.11.3												714	settlement	settlement	
546	https://usaybia.net/place/546	476	Ṭārum, district of Daylam in north-western Iran	Ṭārum	Ṭārum	district of Daylam in north-western Iran	district of Daylam in north-western Iran	11.13.3.6												715	#N/A	region	
		476	Tashkent `see` Shāsh	Tashkent	Tashkent							Shāsh			Shāsh					716	#N/A	#N/A	
		476	Tbilisi `see` Tiflis	Tbilisi	Tbilisi							Tiflis			Tiflis					717	#N/A	#N/A	
547	https://usaybia.net/place/547	476	Tehran, capital of modern Iran	Tehran	Tehran	capital of modern Iran	capital of modern Iran	1.10n; 7.1.2n												718	settlement	settlement	
		476	Tenessos `see` Tinnīs	Tenessos	Tenessos							Tinnīs			Tinnīs					719	#N/A	#N/A	
548	https://usaybia.net/place/548	476	Teos, ancient Greek city on the coast of Ionia	Teos	Teos	ancient Greek city on the coast of Ionia	ancient Greek city on the coast of Ionia	4.6.13.2n												720	settlement	settlement	
549	https://usaybia.net/place/549	476	Thabīr, Mt., a mountain in Arabia	Thabīr	Thabīr	Mt., a mountain in Arabia	Mt., a mountain in Arabia	7.5.6(p)												721	#REF!	mountain	
550	https://usaybia.net/place/550	476	Thamil Lane (Darb Thamil), in Baghdad	Thamil Lane	Thamil Lane	in Baghdad	in Baghdad	10.81.1		Darb Thamil	Darb Thamil									722	designated-space	designated-space	
551	https://usaybia.net/place/551	476	al-Tharthār, a wadi in northern Mesopotamia	al-Tharthār	al-Tharthār	a wadi in northern Mesopotamia	a wadi in northern Mesopotamia	11.13.7.9(p)												723	river	river	
552	https://usaybia.net/place/552	476	Thasos, Greek island in northern Aegean	Thasos	Thasos	Greek island in northern Aegean	Greek island in northern Aegean	4.1.5n												724	island	island	
553	https://usaybia.net/place/553	476	Thrace, historical region of northern Balkan peninsula	Thrace	Thrace	historical region of northern Balkan peninsula	historical region of northern Balkan peninsula	4.6.2.1												725	region	region	
554	https://usaybia.net/place/554	476	Tiflis (Tiflīs, modern Tbilisi), capital of the modern-day republic of Georgia	Tiflis	Tiflis	capital of the modern-day republic of Georgia	capital of the modern-day republic of Georgia	10.79; 15.2n	Tbilisi	Tiflīs, Tbilisi	Tiflīs, Tbilisi									726	settlement	settlement	
555	https://usaybia.net/place/555	476	Tigris (Dijlah), one of the two great rivers of Mesopotamia	Tigris	Tigris	one of the two great rivers of Mesopotamia	one of the two great rivers of Mesopotamia	8.26.9; 8.26.12n; 10.1.7; 10.4.6; 10.21n; 10.64.7; 10.69.3.8; 11.13.7.9(p)	Dijlah	Dijlah	Dijlah									727	river	river	
556	https://usaybia.net/place/556	476	Tihāmah, the Arabian coastal plain on the Red Sea	Tihāmah	Tihāmah	the Arabian coastal plain on the Red Sea	the Arabian coastal plain on the Red Sea	14.47.1(p)												728	natural-feature	natural-feature	
		476	Tikrīt `see` Takrīt	Tikrīt	Tikrīt							Takrīt			Takrīt					729	#N/A	#N/A	
		476	Tilimsān `see` Tlemcen	Tilimsān	Tilimsān							Tlemcen			Tlemcen					730	#N/A	#N/A	
557	https://usaybia.net/place/557	476	Tinnīs, town and lake of the eastern part of the Nile Delta, ancient Tenessos	Tinnīs	Tinnīs	town and lake of the eastern part of the Nile Delta, ancient Tenessos	town and lake of the eastern part of the Nile Delta, ancient Tenessos	5.1.21.1	Tenessos											731	settlement	composite	
558	https://usaybia.net/place/558	476	Tirmidh, a town on the Oxus river	Tirmidh	Tirmidh	a town on the Oxus river	a town on the Oxus river	10.68.2.1(p)												732	settlement	settlement	
559	https://usaybia.net/place/559	476	Ṭīzanābādh, a town between Kufa and al-Qādisiyyah, on the pilgrim route	Ṭīzanābādh	Ṭīzanābādh	a town between Kufa and al-Qādisiyyah, on the pilgrim route	a town between Kufa and al-Qādisiyyah, on the pilgrim route	8.3.7												733	settlement	settlement	
560	https://usaybia.net/place/560	477	Tlemcen (Tilimsān), city in north-western Algeria	Tlemcen	Tlemcen	city in north-western Algeria	city in north-western Algeria	13.81.1; 13.85	Tilimsān	Tilimsān	Tilimsān									734	settlement	settlement	
561	https://usaybia.net/place/561	477	Toledo (Ṭulayṭulah), city and Andalusī `ṭāʾifah` in Spain	Toledo	Toledo	city and Andalusī `ṭāʾifah` in Spain	city and Andalusī `ṭāʾifah` in Spain	13.11; 13.11n; 13.38.1; 13.38.2; 13.39.2; 13.45; 13.48	Ṭulayṭulah	Ṭulayṭulah	Ṭulayṭulah									735	settlement	settlement	
562	https://usaybia.net/place/562	477	Tralles, ancient Greek city of south-west Anatolia	Tralles	Tralles	ancient Greek city of south-west Anatolia	ancient Greek city of south-west Anatolia	1.1n; 4.1.10.4n												736	settlement	settlement	
563	https://usaybia.net/place/563	477	Transoxiana (Mā warāʾ al-nahr)	Transoxiana	Transoxiana			11.5.14	Mā warāʾ al-Nahr	Mā warāʾ al-nahr	Mā warāʾ al-nahr									737	#N/A	region	
564	https://usaybia.net/place/564	477	Tripoli (Ṭarābulus), city in Lebanon	Tripoli	Tripoli	city in Lebanon	city in Lebanon	2.1.5n	Ṭarābulus	Ṭarābulus	Ṭarābulus									738	settlement	settlement	
565	https://usaybia.net/place/565	477	Tripoli (Ṭarābulus al-Gharb), city in Libya	Tripoli	Tripoli	city in Libya	city in Libya	2.1.5n	Ṭarābulus	Ṭarābulus al-Gharb	Ṭarābulus al-Gharb									739	settlement	settlement	
566	https://usaybia.net/place/566	477	Troy, ancient city, the modern Hisarlık, Turkey	Troy	Troy	ancient city, the modern Hisarlık, Turkey	ancient city, the modern Hisarlık, Turkey	1.1n; 2.1.5												740	settlement	settlement	
567	https://usaybia.net/place/567	477	Trujillo (Turjālah), city in today’s province of Cáceres (Spain)	Trujillo	Trujillo	city in today’s province of Cáceres (Spain)	city in today’s province of Cáceres (Spain)	13.65	Turjālah	Turjālah	Turjālah									741	settlement	settlement	
		477	Ṭulayṭulah `see` Toledo	Ṭulayṭulah	Ṭulayṭulah							Toledo			Toledo					742	#N/A	#N/A	
		477	Tūmā Gate `see` Bāb Tūmā	Tūmā Gate	Tūmā Gate							Bāb Tūmā			Bāb Tūmā					743	building	building	
568	https://usaybia.net/place/568	477	Tuesday Market (Sūq al-Thalāthāʾ), in Baghdad	Tuesday Market	Tuesday Market	in Baghdad	in Baghdad	10.76.3	Bīʿat Sūq al-Thalāthāʾ, Sūq al-Thalāthāʾ	Sūq al-Thalāthāʾ	Sūq al-Thalāthāʾ									744	designated-space	designated-space	
569	https://usaybia.net/place/569	477	Tunis (Tūnis), capital of today’s Tunisia	Tunis	Tunis	capital of today’s Tunisia	capital of today’s Tunisia	13.68.2		Tūnis	Tūnis									745	settlement	settlement	
570	https://usaybia.net/place/570	477	al-Ṭūr (or Ṭūr ʿAbdīn), a plateau in northern Mesopotamia	al-Ṭūr	al-Ṭūr	a plateau in northern Mesopotamia	a plateau in northern Mesopotamia	15.51.11 no. 1		Ṭūr ʿAbdīn	Ṭūr ʿAbdīn									746	natural-feature	natural-feature	
		477	Ṭūr Sīnāʾ `see` Mount Sinai	Ṭūr Sīnāʾ	Ṭūr Sīnāʾ							Mount Sinai			Mount Sinai					747	#REF!	#REF!	
571	https://usaybia.net/place/571	477	Ṭurā, a town about 10 miles (15 km) south of Cairo	Ṭurā	Ṭurā	a town about 10 miles (15 km) south of Cairo	a town about 10 miles (15 km) south of Cairo	14.15n												748	settlement	settlement	
572	https://usaybia.net/place/572	477	Turbessel (Tall Bāshir; modern Tellbasar Kalesi, Turkey), a castle and town in northern Syria in the valley of the Sājūr, a tributary of the Euphrates	Turbessel	Turbessel	a castle and town in northern Syria in the valley of the Sājūr, a tributary of the Euphrates	a castle and town in northern Syria in the valley of the Sājūr, a tributary of the Euphrates	15.56.1	Tall Bāshir	Tall Bāshir	Tall Bāshir									749	fortification	composite	
		477	Turjālah `see` Trujillo	Turjālah	Turjālah							Trujillo			Trujillo					750	#N/A	#N/A	
573	https://usaybia.net/place/573	477	Ṭūs, an ancient city near Mashhad in Iran	Ṭūs	Ṭūs	an ancient city near Mashhad in Iran	an ancient city near Mashhad in Iran	8.3.4; 8.29.2; 11.13.2.11; 15.24; 15.24n	Susia											751	settlement	settlement	
574	https://usaybia.net/place/574	477	Tustar (or Shūshtar, Shūstar, Tushtar), a town in the Khuzestan province of Persia	Tustar	Tustar	a town in the Khuzestan province of Persia	a town in the Khuzestan province of Persia	11.10	Shushtar	Shūshtar, Shūstar, Tushtar	Shūshtar, Shūstar, Tushtar									752	settlement	settlement	
575	https://usaybia.net/place/575	477	Tyre (Ṣūr), a city in the south of present-day Lebanon	Tyre	Tyre	a city in the south of present-day Lebanon	a city in the south of present-day Lebanon	4.1.11.3; 4.3.4.1; 11.2; 13.4n; 15.45.1	Ṣūr	Ṣūr	Ṣūr									753	settlement	settlement	
		477	Tyrrhenia `see` Etruria	Tyrrhenia	Tyrrhenia							Etruria			Etruria					754	#N/A	#N/A	
576	https://usaybia.net/place/576	477	al-ʿUdhayb (Little Sweetwater), name of several desert locations	al-ʿUdhayb	al-ʿUdhayb	name of several desert locations	name of several desert locations	15.49.6.1(p)		Little Sweetwater	Little Sweetwater									755	#N/A	composite	y
577	https://usaybia.net/place/577	477	ʿUkbarā, a town located on the east bank of the Tigris, halfway between Baghdad and Samarra	ʿUkbarā	ʿUkbarā	a town located on the east bank of the Tigris, halfway between Baghdad and Samarra	a town located on the east bank of the Tigris, halfway between Baghdad and Samarra	8.5.2; 8.25.7n												756	settlement	settlement	
578	https://usaybia.net/place/578	477	Umayyad Mosque, in Damascus	Umayyad Mosque	Umayyad Mosque	in Damascus	in Damascus	15.19; 15.24; 15.29; 15.33; 15.34; 15.40.3; 15.57.1n												757	mosque	mosque	
		477	Urfa `see` al-Ruhā	Urfa	Urfa							al-Ruhā			al-Ruhā					758	#N/A	#N/A	
		477	Ushūnah `see` Osuna	Ushūnah	Ushūnah							Osuna			Osuna					759	#N/A	#N/A	
579	https://usaybia.net/place/579	477	Usrūshanah, the mountainous district between Samarqand and Khujand	Usrūshanah	Usrūshanah	the mountainous district between Samarqand and Khujand	the mountainous district between Samarqand and Khujand	8.11												760	#REF!	region	
580	https://usaybia.net/place/580	477	al-Uthayl, a place near Medina	al-Uthayl	al-Uthayl	a place near Medina	a place near Medina	7.1.3(p)												761	#N/A	unknown	
		477	Utrar `see` Fārāb	Utrar	Utrar							Fārāb			Fārāb					762	#N/A	#N/A	
581	https://usaybia.net/place/581	477	Valencia (Balansiyah), city in al-Andalus	Valencia	Valencia	city in al-Andalus	city in al-Andalus	13.41; 13.68.1; 13.84	Balansiyah	Balansiyah	Balansiyah									763	settlement	settlement	
		477	Victory Castle `see` Ḥiṣn al-Faraj	Victory Castle	Victory Castle							Ḥiṣn al-Faraj			Ḥiṣn al-Faraj					764	fortification	fortification	
		477	Victory Gate `see` Bāb al-Fatḥ `and` Bāb al-Naṣr	Victory Gate	Victory Gate							Bāb al-Fatḥ	Bāb al-Naṣr		Bāb al-Fatḥ	Bāb al-Naṣr				765	building	building	
582	https://usaybia.net/place/582	477	Wādī Kanʿān (the Wadi of Kanaan, also known as ʿAyn Jālūt, Goliath’s Spring) the site in Palestine of the victory of the Mamluks over the Mongols in 658/1260	Wādī Kanʿān	Wādī Kanʿān	the site in Palestine of the victory of the Mamluks over the Mongols in 658/1260	the site in Palestine of the victory of the Mamluks over the Mongols in 658/1260	11.13.7.9; 15.32	ʿAyn Jālūt	the Wadi of Kanaan, ʿAyn Jālūt, Goliath’s Spring	the Wadi of Kanaan, ʿAyn Jālūt, Goliath’s Spring									766	river	river	
		477	Walnut Tree Gate `see` Bāb al-Jawz	Walnut Tree Gate	Walnut Tree Gate							Bāb al-Jawz			Bāb al-Jawz					767	building	building	
583	https://usaybia.net/place/583	477	Warakhshah or Farakhshah, a town near Bokhara	Warakhshah	Warakhshah	a town near Bokhara	a town near Bokhara	10.62.1n	Barakhsh											768	settlement	settlement	
584	https://usaybia.net/place/584	477	Wāsiṭ, important mediaeval city of central Iraq	Wāsiṭ	Wāsiṭ	important mediaeval city of central Iraq	important mediaeval city of central Iraq	7.9.5; 8.13.3n; 10.1.6; 10.4.8; 10.62.1; 10.62.2; 10.62.3												769	settlement	settlement	
585	https://usaybia.net/place/585	477	Wheat Market (Sūq al-Qamḥ), in Damascus	Wheat Market	Wheat Market	in Damascus	in Damascus	15.35	Sūq al-Qamḥ	Sūq al-Qamḥ	Sūq al-Qamḥ									770	designated-space	designated-space	
586	https://usaybia.net/place/586	477	Yabrūd, a large village near Saydnāyā, north of Damascus	Yabrūd	Yabrūd	a large village near Saydnāyā, north of Damascus	a large village near Saydnāyā, north of Damascus	15.3.1												771	settlement	settlement	
587	https://usaybia.net/place/587	477	Yadhbul, mountain in Arabia	Yadhbul	Yadhbul	mountain in Arabia	mountain in Arabia	11.19.3(p)												772	#REF!	mountain	
588	https://usaybia.net/place/588	477	Yalamlam, a mountain in Arabia	Yalamlam	Yalamlam	a mountain in Arabia	a mountain in Arabia	14.32.4(p)												773	#REF!	mountain	
589	https://usaybia.net/place/589	477	Yamama (al-Yamāmah), region in central and eastern Arabia	Yamama	Yamama	region in central and eastern Arabia	region in central and eastern Arabia	10.1.1.4; 10.1.3; 14.47.1n		al-Yamāmah	al-Yamāmah									774	region	region	
		477	al-Yaman `see` Yemen	al-Yaman	al-Yaman							Yemen			Yemen					775	#N/A	#N/A	
590	https://usaybia.net/place/590	477	Yemen (al-Yaman)	Yemen	Yemen			1.1; 7.1.1; 8.3.16n; 8.10.2n; 8.10.4; 10.38.4; 14.32.4n; 14.33.3; 14.57.1; 15.8.1n	al-Yaman	al-Yaman	al-Yaman									776	#N/A	composite	
591	https://usaybia.net/place/591	477	Yūnān, said to be a ‘(pen)insula’, home of the Greeks (`see also` Ionia)	Yūnān	Yūnān	said to be a ‘(pen)insula’, home of the Greeks (`see also` Ionia)	said to be a ‘(pen)insula’, home of the Greeks	2.1.1										Ionia	https://usaybia.net/place/262	777	#N/A	region	
		477	al-Yussānah `see` Lucena	al-Yussānah	al-Yussānah							Lucena			Lucena					778	#N/A	#N/A	
592	https://usaybia.net/place/592	477	Zabīd, town in Yemen	Zabīd	Zabīd	town in Yemen	town in Yemen	14.33.3n												779	settlement	settlement	
593	https://usaybia.net/place/593	477	al-Ẓafariyyah, neighbourhood in East Baghdad	al-Ẓafariyyah	al-Ẓafariyyah	neighbourhood in East Baghdad	neighbourhood in East Baghdad	15.40.2n												780	#N/A	quarter	
		477	Zagros Mountains `see` al-Jibāl	Zagros Mountains	Zagros Mountains							al-Jibāl			al-Jibāl					781	#REF!	#REF!	
